115/03/04 00:10拒絕往來廠商資料,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
16300382,GR05058P022,蓮聖企業有限公司,臺北市士林區延平北路6段150巷14號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,劉仲仁,,左邊門總成等39項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
16300382,GR06082P081,蓮聖企業有限公司,臺北市士林區延平北路6段150巷14號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,劉仲仁,,控制鋼纜等25項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
16300382,GR06078P080,蓮聖企業有限公司,臺北市士林區延平北路6段150巷14號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,劉仲仁,,前掛環等24項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
16300382,GR06083P078,蓮聖企業有限公司,臺北市士林區延平北路6段150巷14號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,劉仲仁,,減震架等25項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
16300382,GR06081P077,蓮聖企業有限公司,臺北市士林區延平北路6段150巷14號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,劉仲仁,,線圈總成等22項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
16300382,GR06091P069,蓮聖企業有限公司,臺北市士林區延平北路6段150巷14號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,劉仲仁,,無油帆布等44項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
16300382,GR06074P063,蓮聖企業有限公司,臺北市士林區延平北路6段150巷14號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,劉仲仁,,六角自鎖螺帽等23項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
16300382,GR06075P065,蓮聖企業有限公司,臺北市士林區延平北路6段150巷14號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,劉仲仁,,翼子板等30項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
16300382,GR06077P071,蓮聖企業有限公司,臺北市士林區延平北路6段150巷14號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,劉仲仁,,左防濺板等37項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
16300382,GR06076P066,蓮聖企業有限公司,臺北市士林區延平北路6段150巷14號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,劉仲仁,,非金屬套圈等18項 ,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
16300382,GR06050P033,蓮聖企業有限公司,臺北市士林區延平北路6段150巷14號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,劉仲仁,,右防濺板等11項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
16300382,GR06044P041,蓮聖企業有限公司,臺北市士林區延平北路6段150巷14號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,劉仲仁,,中心軸承等5項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
16300382,GR06020P035,蓮聖企業有限公司,臺北市士林區延平北路6段150巷14號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,劉仲仁,,後蓋電子包等6項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
16300382,GR06039P037,蓮聖企業有限公司,臺北市士林區延平北路6段150巷14號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,劉仲仁,,調節器等9項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
16300382,GR06043P031,蓮聖企業有限公司,臺北市士林區延平北路6段150巷14號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,劉仲仁,,變速箱機油心子等16項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
16300382,GR06053P025,蓮聖企業有限公司,臺北市士林區延平北路6段150巷14號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,劉仲仁,,引擎汽門頂桿總成等5項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
16300382,GR05099P066,蓮聖企業有限公司,臺北市士林區延平北路6段150巷14號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,劉仲仁,,空氣濾清器1項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
16300382,GR05090P064,蓮聖企業有限公司,臺北市士林區延平北路6段150巷14號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,劉仲仁,,空氣濾(內)等13項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
16300382,GR05039P033,蓮聖企業有限公司,臺北市士林區延平北路6段150巷14號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,劉仲仁,,座椅座墊等40項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
16300382,GR05059P025,蓮聖企業有限公司,臺北市士林區延平北路6段150巷14號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,劉仲仁,,承載裝置橫桿等30項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
16300382,GR05051P034,蓮聖企業有限公司,臺北市士林區延平北路6段150巷14號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,劉仲仁,,六角頭帽螺釘等42項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
16300382,GR05013P001,蓮聖企業有限公司,臺北市士林區延平北路6段150巷14號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,劉仲仁,,悍馬車深水涉水包件等2項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
16300382,GR05063P031,蓮聖企業有限公司,臺北市士林區延平北路6段150巷14號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,劉仲仁,,噴嘴等38項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
16300382,GR05098P075,蓮聖企業有限公司,臺北市士林區延平北路6段150巷14號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,劉仲仁,,左邊門框鐵架等49項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
16300382,GR05062P036,蓮聖企業有限公司,臺北市士林區延平北路6段150巷14號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,劉仲仁,,M998剎車燈開關等29項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
16300382,GR05060P018,蓮聖企業有限公司,臺北市士林區延平北路6段150巷14號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,劉仲仁,,凸輪軸等44項 ,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
16300382,GR05050P029,蓮聖企業有限公司,臺北市士林區延平北路6段150巷14號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,劉仲仁,,載重車頂蓬總成等40項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
16300382,GR05055P030,蓮聖企業有限公司,臺北市士林區延平北路6段150巷14號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,劉仲仁,,變速箱機油心子等39項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
16300382,GR05096P065,蓮聖企業有限公司,臺北市士林區延平北路6段150巷14號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,劉仲仁,,濾清器芯子等34項 ,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
16300382,GR05058P022,蓮聖企業有限公司,臺北市士林區延平北路6段150巷14號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,劉仲仁,,左邊門總成等39項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
16300382,GR05054P035,蓮聖企業有限公司,臺北市士林區延平北路6段150巷14號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,劉仲仁,,固定護套等31項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
16300382,GR05065P019,蓮聖企業有限公司,臺北市士林區延平北路6段150巷14號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,劉仲仁,,右後視鏡及支架等5項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
16300382,GR05061P012,蓮聖企業有限公司,臺北市士林區延平北路6段150巷14號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,劉仲仁,,雨刷水箱等16項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
16300382,GR05053P014,蓮聖企業有限公司,臺北市士林區延平北路6段150巷14號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,劉仲仁,,M998制動器修包等11項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
16300382,GR05068P010,蓮聖企業有限公司,臺北市士林區延平北路6段150巷14號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,劉仲仁,,修理包-加油踏板電位計等5項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
16300382,GR05057P017,蓮聖企業有限公司,臺北市士林區延平北路6段150巷14號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,劉仲仁,,M998後半軸總成等9項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
79999196,GR05058P022,順興達企業有限公司,新北市三重區三和路4段101巷14弄4號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,林振興,,左邊門總成等39項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
79999196,GR06079P076,順興達企業有限公司,新北市三重區三和路4段101巷14弄4號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,林振興,,引擎托架等23項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
79999196,GR06091P069,順興達企業有限公司,新北市三重區三和路4段101巷14弄4號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,林振興,,無油帆布等44項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
79999196,GR06096P059,順興達企業有限公司,新北市三重區三和路4段101巷14弄4號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,林振興,,M936水箱焊補維修等4項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
79999196,GR06052P043,順興達企業有限公司,新北市三重區三和路4段101巷14弄4號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,林振興,,油底殼等6項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
79999196,GR06045P028,順興達企業有限公司,新北市三重區三和路4段101巷14弄4號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,林振興,,左邊門總成等14項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
79999196,GR06047P042,順興達企業有限公司,新北市三重區三和路4段101巷14弄4號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,林振興,,燈體總成等14項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
79999196,GR06040P029,順興達企業有限公司,新北市三重區三和路4段101巷14弄4號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,林振興,,右邊門總成等12項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
79999196,GR05090P064,順興達企業有限公司,新北市三重區三和路4段101巷14弄4號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,林振興,,空氣濾(內)等13項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
79999196,GR05065P019,順興達企業有限公司,新北市三重區三和路4段101巷14弄4號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,林振興,,右後視鏡及支架等5項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
79999196,GR05098P075,順興達企業有限公司,新北市三重區三和路4段101巷14弄4號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,林振興,,左邊門框鐵架等49項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
79999196,GR05060P018,順興達企業有限公司,新北市三重區三和路4段101巷14弄4號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,林振興,,凸輪軸等44項 ,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
79999196,GR05050P029,順興達企業有限公司,新北市三重區三和路4段101巷14弄4號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,林振興,,載重車頂蓬總成等40項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
79999196,GR05055P030,順興達企業有限公司,新北市三重區三和路4段101巷14弄4號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,林振興,,變速箱機油心子等39項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
79999196,GR05096P065,順興達企業有限公司,新北市三重區三和路4段101巷14弄4號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,林振興,,濾清器芯子等34項 ,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
79999196,GR05058P022,順興達企業有限公司,新北市三重區三和路4段101巷14弄4號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,林振興,,左邊門總成等39項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
79999196,GR05054P035,順興達企業有限公司,新北市三重區三和路4段101巷14弄4號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,林振興,,固定護套等31項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
79999196,GR05039P033,順興達企業有限公司,新北市三重區三和路4段101巷14弄4號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,林振興,,座椅座墊等40項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
79999196,GR05059P025,順興達企業有限公司,新北市三重區三和路4段101巷14弄4號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,林振興,,承載裝置橫桿等30項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
79999196,GR05061P012,順興達企業有限公司,新北市三重區三和路4段101巷14弄4號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,林振興,,雨刷水箱等16項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
79999196,GR05053P014,順興達企業有限公司,新北市三重區三和路4段101巷14弄4號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,林振興,,M998制動器修包等11項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
79999196,GR05068P010,順興達企業有限公司,新北市三重區三和路4段101巷14弄4號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,林振興,,修理包-加油踏板電位計等5項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
79999196,GR05057P017,順興達企業有限公司,新北市三重區三和路4段101巷14弄4號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,林振興,,M998後半軸總成等9項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
79999196,GR05062P036,順興達企業有限公司,新北市三重區三和路4段101巷14弄4號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,林振興,,M998剎車燈開關等29項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
79999196,GR05063P031,順興達企業有限公司,新北市三重區三和路4段101巷14弄4號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,林振興,,噴嘴等38項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
79999196,GR05051P034,順興達企業有限公司,新北市三重區三和路4段101巷14弄4號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,林振興,,六角頭帽螺釘等42項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
79999196,GR05013P001,順興達企業有限公司,新北市三重區三和路4段101巷14弄4號,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,林振興,,悍馬車深水涉水包件等2項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
86860561,GR05058P022,軍峰企業有限公司,臺北市萬華區西藏路336號1樓,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,林振興,,左邊門總成等39項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
86860561,GR06082P081,軍峰企業有限公司,臺北市萬華區西藏路336號1樓,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,林振興,,控制鋼纜等25項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
86860561,GR06078P080,軍峰企業有限公司,臺北市萬華區西藏路336號1樓,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,林振興,,前掛環等24項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
86860561,GR06083P078,軍峰企業有限公司,臺北市萬華區西藏路336號1樓,中華民國(Republic of China (Taiwan)),3.5.47,國防部陸軍司令部,新北市鶯歌區八德路99號,楊凱翔,(02)26705352,林振興,,減震架等25項,6 犯第八十七條至第九十二條之罪，經第一審為有罪判決者,113/01/10 00:00,113/01/10 00:00,113/01/11 00:00,3年,116/01/10 23:59,,,,,,一般
