統一編號,公司名稱,電話,進口資格,出口資格,查詢時間
12927125,永多實業有限公司,02-22198585,有 YES,有 YES,2025-10-02 10:51:17
12927151,,,,2025-10-02 10:51:18,
12927188,祥九企業股份有限公司,07-7903878,有 YES,有 YES,2025-10-02 10:51:19
12927477,華星光通科技股份有限公司,03-452-5188,有 YES,有 YES,2025-10-02 10:51:23
12927504,上盟先進科技股份有限公司,06-6526158,有 YES,有 YES,2025-10-02 10:51:24
12928031,波捷科技股份有限公司,06-5990479,無 NO,無 NO,2025-10-02 10:51:25
12928095,優群貿易股份有限公司,04-23802333,有 YES,有 YES,2025-10-02 10:51:27
12928270,,,,2025-10-02 10:51:28,
12928320,曜陞精密工業有限公司,04-25350457,有 YES,有 YES,2025-10-02 10:51:29
12928341,宜直慶企業股份有限公司,06-231-9008,有 YES,有 YES,2025-10-02 10:51:30
12928383,,,,2025-10-02 10:51:31,
12928481,,,,2025-10-02 10:51:33,
12928503,麥克崴科技股份有限公司,03-3272731,有 YES,有 YES,2025-10-02 10:51:35
12928519,今暉興業有限公司,02-27994788,有 YES,有 YES,2025-10-02 10:51:36
12928573,,,,2025-10-02 10:51:36,
12928623,,,,2025-10-02 10:51:37,
12928692,,,,2025-10-02 10:51:44,
12928715,,,,2025-10-02 10:51:45,
12928807,筑詮橡膠工業股份有限公司,04-7700538,有 YES,有 YES,2025-10-02 10:51:46
12928932,弘格圖書有限公司,02-8976-9036,有 YES,有 YES,2025-10-02 10:51:48
12929117,千謄半導體設備製造開發有限公司,03-5403878,有 YES,有 YES,2025-10-02 10:51:49
12929361,,,,2025-10-02 10:51:50,
12929545,承富實業股份有限公司,04-8749914,有 YES,有 YES,2025-10-02 10:51:51
12929550,,,,2025-10-02 10:51:51,
12929587,,,,2025-10-02 10:51:52,
12929600,,,,2025-10-02 10:51:53,
12929714,,,,2025-10-02 10:51:54,
12929762,亞洲瑞思生物科技股份有限公司,02-27530125,有 YES,有 YES,2025-10-02 10:51:55
12929897,中詮微動股份有限公司,02-66009393#836,有 YES,有 YES,2025-10-02 10:51:56
12930091,宸邑科技有限公司,02-2276-2506,有 YES,有 YES,2025-10-02 10:51:57
12930557,,,,2025-10-02 10:51:59,
12930613,秉科實業有限公司,04-23580850,有 YES,有 YES,2025-10-02 10:51:59
12930698,偉吉開發農貿有限公司,02-2503-3777,有 YES,有 YES,2025-10-02 10:52:00
12930705,鰻利實業有限公司,08-7808589,有 YES,有 YES,2025-10-02 10:52:01
12930753,晟統科技股份有限公司,02-7730-3171,有 YES,有 YES,2025-10-02 10:52:02
12930769,長新貿企業有限公司,04-25659988,有 YES,有 YES,2025-10-02 10:52:04
12930780,擎昊科技股份有限公司,03-6562709,有 YES,有 YES,2025-10-02 10:52:05
12931021,聯亞全球股份有限公司,02-27271090,有 YES,有 YES,2025-10-02 10:52:06
12931042,茂霖運通股份有限公司,02-25602626,有 YES,有 YES,2025-10-02 10:52:07
12931275,,,,2025-10-02 10:52:08,
12931541,叙普科技事業股份有限公司,02-27780498,有 YES,有 YES,2025-10-02 10:52:09
12931599,磐林有限公司,02-28311934,有 YES,有 YES,2025-10-02 10:52:10
12931726,全民生物科技股份有限公司,02-25528865,有 YES,有 YES,2025-10-02 10:52:11
12931752,閎睿科技股份有限公司,02-2999-1015,有 YES,有 YES,2025-10-02 10:52:12
12931937,台灣科友貿易股份有限公司,02-2571-1777,有 YES,有 YES,2025-10-02 10:52:13
12931970,睡眠醫學科技股份有限公司,27009405,有 YES,有 YES,2025-10-02 10:52:13
12932099,,,,2025-10-02 10:52:14,
12932197,,,,2025-10-02 10:52:15,
12932507,數美科技股份有限公司,02-21916066,有 YES,有 YES,2025-10-02 10:52:16
12932605,濰進科技股份有限公司,02-2917-1500,有 YES,有 YES,2025-10-02 10:52:17
12932921,恒亞貿易股份有限公司,02-28169388,有 YES,有 YES,2025-10-02 10:52:18
12932936,尚昀企業有限公司,02-26940942,有 YES,有 YES,2025-10-02 10:52:19
12933225,,,,2025-10-02 10:52:20,
12933442,磬隆企業股份有限公司,02-25569137,有 YES,有 YES,2025-10-02 10:52:21
12933512,彩色人生興業股份有限公司,02-66117888#102,有 YES,有 YES,2025-10-02 10:52:23
12933528,龍和科技股份有限公司,04-23109777,有 YES,有 YES,2025-10-02 10:52:24
12933549,,,,2025-10-02 10:52:25,
12933631,益芯科技股份有限公司,03-5634866,有 YES,有 YES,2025-10-02 10:52:26
12933772,一齊餐飲有限公司,02-25210898,有 YES,有 YES,2025-10-02 10:52:28
12933962,台灣安川電機股份有限公司,02-89131333,有 YES,有 YES,2025-10-02 10:52:29
12933978,多路實業股份有限公司,02-2791-2786,有 YES,有 YES,2025-10-02 10:52:30
12934195,尚藍資訊股份有限公司,02-2517-1326,有 YES,有 YES,2025-10-02 10:52:31
12934343,安信國際股份有限公司,02-27099889,有 YES,有 YES,2025-10-02 10:52:32
12934667,淳政企業有限公司,02-25310099,有 YES,有 YES,2025-10-02 10:52:33
12934884,好仕齊股份有限公司,02-23967999,有 YES,有 YES,2025-10-02 10:52:34
12935069,,,,2025-10-02 10:52:35,
12935103,澳斯麗國際股份有限公司,02-23759500,有 YES,有 YES,2025-10-02 10:52:36
12935167,,,,2025-10-02 10:52:37,
12935336,俥傌炮汽車有限公司,02-28283299,有 YES,有 YES,2025-10-02 10:52:38
12935504,億世實業有限公司,02-2369-2265,有 YES,有 YES,2025-10-02 10:52:39
12935758,,,,2025-10-02 10:52:41,
12935835,大盛日報文化事業股份有限公司,02-25469572,有 YES,有 YES,2025-10-02 10:52:42
12936216,博瑞達應用材料股份有限公司,02-27955338,有 YES,有 YES,2025-10-02 10:52:43
12936258,安大科技股份有限公司,03-4755171-9,有 YES,有 YES,2025-10-02 10:52:44
12936399,,,,2025-10-02 10:52:45,
12936406,優寶力電子科技股份有限公司,02-28970886,有 YES,有 YES,2025-10-02 10:52:46
12936428,,,,2025-10-02 10:52:47,
12936449,,,,2025-10-02 10:52:49,
12936594,,,,2025-10-02 10:52:50,
12936623,威鋒數位開發股份有限公司,02-2655-7558,有 YES,有 YES,2025-10-02 10:52:51
12936659,台灣捷通國際股份有限公司,02-25235000,有 YES,有 YES,2025-10-02 10:52:53
12936692,,,,2025-10-02 10:52:54,
12936969,,,,2025-10-02 10:52:55,
12937138,,,,2025-10-02 10:52:56,
12937257,,,,2025-10-02 10:52:57,
12937334,,,,2025-10-02 10:52:58,
12937405,愛勝遊戲股份有限公司,02-27995900,有 YES,有 YES,2025-10-02 10:52:59
12937427,愛鴻有限公司,02-23252345,有 YES,有 YES,2025-10-02 10:53:01
12937545,,,,2025-10-02 10:53:02,
12937778,益徠建設股份有限公司,02-25121524,有 YES,有 YES,2025-10-02 10:53:04
12937828,台灣大金先端化學股份有限公司,02-25471269,有 YES,有 YES,2025-10-02 10:53:05
12938018,世鎧科技股份有限公司,03-552-9537,有 YES,有 YES,2025-10-02 10:53:06
12938024,欣瀚貿易股份有限公司,02-8511-0999,有 YES,有 YES,2025-10-02 10:53:07
12938100,,,,2025-10-02 10:53:08,
12938137,憶生堂生化科技股份有限公司,02-2808-0158,有 YES,有 YES,2025-10-02 10:53:09
12938164,,,,2025-10-02 10:53:10,
12938170,電子共和國股份有限公司,02-2723-2367,有 YES,有 YES,2025-10-02 10:53:11
12938468,惠浦光電科技股份有限公司,02-2570-6118,有 YES,有 YES,2025-10-02 10:53:12
12938495,,,,2025-10-02 10:53:13,
12938713,聖亞樂器有限公司,22572361,有 YES,有 YES,2025-10-02 10:53:13
12938740,,,,2025-10-02 10:53:14,
12938755,頤韋文化事業有限公司,02-23684198,有 YES,有 YES,2025-10-02 10:53:16
12938805,,,,2025-10-02 10:53:17,
12939473,豐利國際股份有限公司,049-2257017,有 YES,有 YES,2025-10-02 10:53:17
12939706,立石室內裝修設計工程股份有限公司,02-23564560,有 YES,有 YES,2025-10-02 10:53:18
12939972,弘武科技股份有限公司,02-29091366,有 YES,有 YES,2025-10-02 10:53:19
12940106,,,,2025-10-02 10:53:20,
12940295,天睞國際有限公司,02-23015333,有 YES,有 YES,2025-10-02 10:53:21
12940318,,,,2025-10-02 10:53:22,
12940387,,,,2025-10-02 10:53:23,
12940422,,,,2025-10-02 10:53:24,
12940464,,,,2025-10-02 10:53:25,
12940611,,,,2025-10-02 10:53:26,
12940648,元傑床業有限公司,02-26826628,有 YES,有 YES,2025-10-02 10:53:27
12940865,,,,2025-10-02 10:53:29,
12941040,歐畢通科技有限公司,02-25813602,有 YES,有 YES,2025-10-02 10:53:29
12941077,,,,2025-10-02 10:53:30,
12941652,冠理科技股份有限公司,0229991801,有 YES,有 YES,2025-10-02 10:53:32
12941702,信利昌紙業有限公司,02-28107596,有 YES,有 YES,2025-10-02 10:53:33
12941914,志展實業股份有限公司,(02)27893499,有 YES,有 YES,2025-10-02 10:53:34
12941978,眾達光電股份有限公司,02-27006650,有 YES,有 YES,2025-10-02 10:53:35
12942104,赫達利科技股份有限公司,02-23579398,有 YES,有 YES,2025-10-02 10:53:36
12942250,,,,2025-10-02 10:53:37,
12942287,洪鼎管理股份有限公司,02-27023816,有 YES,有 YES,2025-10-02 10:53:38
12942364,,,,2025-10-02 10:53:40,
12942575,,,,2025-10-02 10:53:41,
12942625,,,,2025-10-02 10:53:42,
12942630,宇創國際有限公司,02-23957959,有 YES,有 YES,2025-10-02 10:53:43
12942646,東齊興業股份有限公司,02-2559-5184,有 YES,有 YES,2025-10-02 10:53:43
12942651,博鑫科技股份有限公司,02-87713399,有 YES,有 YES,2025-10-02 10:53:44
12942738,,,,2025-10-02 10:53:45,
12942759,德徠實業股份有限公司,02-23778282,有 YES,有 YES,2025-10-02 10:53:46
12943080,泰禾美實業股份有限公司,02-66161212,有 YES,有 YES,2025-10-02 10:53:47
12943151,利泰森科技股份有限公司,02-2695-7099,有 YES,有 YES,2025-10-02 10:53:48
12943265,,,,2025-10-02 10:53:49,
12943455,國韶實業股份有限公司,07-3413137,有 YES,有 YES,2025-10-02 10:53:51
12943477,系智科技股份有限公司,02-25184275,有 YES,有 YES,2025-10-02 10:53:52
12943639,鼎朔機電有限公司,02-8661-3265,有 YES,有 YES,2025-10-02 10:53:53
12943650,,,,2025-10-02 10:53:54,
12943687,普瑪有限公司,02-27550456,有 YES,有 YES,2025-10-02 10:53:55
12943770,呈友股份有限公司,02-2563-9010,有 YES,有 YES,2025-10-02 10:53:56
12943883,岱煒科技股份有限公司,02-22686398,有 YES,有 YES,2025-10-02 10:53:57
12944052,煞車王有限公司,27952655,有 YES,有 YES,2025-10-02 10:53:58
12944193,,,,2025-10-02 10:53:59,
12944270,,,,2025-10-02 10:54:00,
12944314,,,,2025-10-02 10:54:02,
12944335,,,,2025-10-02 10:54:03,
12944406,,,,2025-10-02 10:54:04,
12944519,惠航船舶管理股份有限公司,02-27552637,有 YES,有 YES,2025-10-02 10:54:05
12944721,,,,2025-10-02 10:54:06,
12944742,邁威爾科技有限公司,02-8177-7071,有 YES,有 YES,2025-10-02 10:54:07
12944975,飛行國際視聽股份有限公司,02-2346-1101,有 YES,有 YES,2025-10-02 10:54:08
12945051,,,,2025-10-02 10:54:09,
12945159,功林數位科技股份有限公司,02-23140607,有 YES,有 YES,2025-10-02 10:54:10
12945171,,,,2025-10-02 10:54:11,
12945290,浩筑設計藝術工程有限公司,02-27545931,有 YES,有 YES,2025-10-02 10:54:12
12945377,登宇股份有限公司,02-25965208,有 YES,有 YES,2025-10-02 10:54:13
12945405,,,,2025-10-02 10:54:14,
12945616,優貝仕科技股份有限公司,02-25651181,有 YES,有 YES,2025-10-02 10:54:15
12945670,東力泰企業有限公司,02-82263838,有 YES,有 YES,2025-10-02 10:54:15
12945799,超級動漫研究股份有限公司,02-23934567,有 YES,有 YES,2025-10-02 10:54:16
12945854,大秦藝術投資有限公司,02-27089567,有 YES,有 YES,2025-10-02 10:54:17
12945904,,,,2025-10-02 10:54:18,
12945952,,,,2025-10-02 10:54:20,
12946045,,,,2025-10-02 10:54:20,
12946185,元超國際股份有限公司,02-29170903,有 YES,有 YES,2025-10-02 10:54:21
12946214,尹祿開發有限公司,03-5805859,有 YES,有 YES,2025-10-02 10:54:22
12946404,,,,2025-10-02 10:54:23,
12946657,雅克生實業有限公司,02-22993630,有 YES,有 YES,2025-10-02 10:54:23
12946925,互愛人文志業股份有限公司,02-28989888,有 YES,有 YES,2025-10-02 10:54:24
12946930,泰合盛有限公司,02-27922421,有 YES,有 YES,2025-10-02 10:54:25
12947017,老爺管理顧問股份有限公司,02-25718170,有 YES,有 YES,2025-10-02 10:54:26
12947375,林肯國際開發股份有限公司,02-25092755,有 YES,有 YES,2025-10-02 10:54:27
12947467,御嵿國際股份有限公司,02-22266277,有 YES,有 YES,2025-10-02 10:54:28
12947516,棉美實業有限公司,03-4880388,有 YES,有 YES,2025-10-02 10:54:29
12947728,,,,2025-10-02 10:54:29,
12947826,,,,2025-10-02 10:54:30,
12947950,福基國際有限公司,26921189,有 YES,有 YES,2025-10-02 10:54:31
12948135,,,,2025-10-02 10:54:32,
12948183,,,,2025-10-02 10:54:33,
12948466,弘鄴科技有限公司,02-8752-3666,有 YES,有 YES,2025-10-02 10:54:34
12948867,崑洲實業股份有限公司,02-2299-1561,有 YES,有 YES,2025-10-02 10:54:35
12948873,,,,2025-10-02 10:54:35,
12948944,,,,2025-10-02 10:54:37,
12949351,,,,2025-10-02 10:54:38,
12949697,,,,2025-10-02 10:54:39,
12949824,,,,2025-10-02 10:54:40,
12949916,崧旭資訊股份有限公司,02-26591899,有 YES,有 YES,2025-10-02 10:54:40
12949922,仕燿股份有限公司,02-82003869,有 YES,有 YES,2025-10-02 10:54:41
12950146,泛德股份有限公司,02-86672210,有 YES,有 YES,2025-10-02 10:54:42
12950188,美港聯和股份有限公司,02-25794066,有 YES,有 YES,2025-10-02 10:54:43
12950238,玩酷科技股份有限公司,02-25537768,有 YES,有 YES,2025-10-02 10:54:43
12950265,華貿環球實業有限公司,87874567,有 YES,有 YES,2025-10-02 10:54:44
12950271,統有企業股份有限公司,02-29889080,有 YES,有 YES,2025-10-02 10:54:45
12950624,便利通裝潢股份有限公司,27585569,有 YES,有 YES,2025-10-02 10:54:46
12950785,輔翼科技股份有限公司,02-26583866,有 YES,有 YES,2025-10-02 10:54:46
12951010,,,,2025-10-02 10:54:47,
12951124,鑫芯股份有限公司,02-25626227,有 YES,有 YES,2025-10-02 10:54:48
12951166,,,,2025-10-02 10:54:49,
12951187,,,,2025-10-02 10:54:50,
12951308,,,,2025-10-02 10:54:51,
12951378,凱瑋實業有限公司,2930-5764,有 YES,有 YES,2025-10-02 10:54:52
12951406,昊珅股份有限公司,02-8791-9778,有 YES,有 YES,2025-10-02 10:54:53
12951428,卡比特國際貿易有限公司,02-27359220,有 YES,有 YES,2025-10-02 10:54:54
12951454,敦勝國際股份有限公司,02-27218669,有 YES,有 YES,2025-10-02 10:54:54
12951460,,,,2025-10-02 10:54:56,
12951497,優力紡企業有限公司,02-23046388,有 YES,有 YES,2025-10-02 10:54:57
12951573,,,,2025-10-02 10:54:58,
12951763,綠巖企業有限公司,02-22343808,有 YES,有 YES,2025-10-02 10:54:59
12951790,怡凌股份有限公司,03-3240810,有 YES,有 YES,2025-10-02 10:55:00
12951813,,,,2025-10-02 10:55:01,
12951834,,,,2025-10-02 10:55:03,
12951861,,,,2025-10-02 10:55:04,
12951877,,,,2025-10-02 10:55:08,
12952101,,,,2025-10-02 10:55:08,
12952377,,,,2025-10-02 10:55:10,
12952572,集仕股份有限公司,02-28881498,有 YES,有 YES,2025-10-02 10:55:11
12952849,威加國際股份有限公司,02-8792-8668,有 YES,有 YES,2025-10-02 10:55:12
12952931,宏祐國際股份有限公司,02-22867899#101,有 YES,有 YES,2025-10-02 10:55:13
12952947,軒揚生技股份有限公司,02-27425959,有 YES,有 YES,2025-10-02 10:55:14
12953306,三傑國際有限公司,03-3520212,有 YES,有 YES,2025-10-02 10:55:15
12953312,宇笛生物科技股份有限公司,02-33226006,有 YES,有 YES,2025-10-02 10:55:16
12953431,鈺誠科技股份有限公司,02-27518185,有 YES,有 YES,2025-10-02 10:55:17
12953447,艾思博國際股份有限公司,02-27048530,有 YES,有 YES,2025-10-02 10:55:19
12953452,基龍米克斯生物科技股份有限公司,02-26961658,有 YES,有 YES,2025-10-02 10:55:20
12953523,,,,2025-10-02 10:55:21,
12953615,台灣小森股份有限公司,02-2737-1200,有 YES,有 YES,2025-10-02 10:55:21
12953621,,,,2025-10-02 10:55:22,
12953755,綺緯實業有限公司,02-89902523,有 YES,有 YES,2025-10-02 10:55:23
12953951,松本澤國際有限公司,02-29996357,有 YES,有 YES,2025-10-02 10:55:24
12954044,蔚龍藝術有限公司,02-77308830,有 YES,有 YES,2025-10-02 10:55:25
12954086,茶樂股份有限公司,02-8772-6333,有 YES,有 YES,2025-10-02 10:55:27
12954109,安溥科技有限公司,87736068,有 YES,有 YES,2025-10-02 10:55:28
12954298,貝斯特國際實業股份有限公司,02-27041999,有 YES,有 YES,2025-10-02 10:55:29
12954305,,,,2025-10-02 10:55:30,
12954327,高藝室內裝修有限公司,02-25011115,有 YES,有 YES,2025-10-02 10:55:31
12954425,,,,2025-10-02 10:55:32,
12954430,天香回味有限公司,02-25678846,有 YES,有 YES,2025-10-02 10:55:32
12954776,交響樂有限公司,03-3128878,有 YES,有 YES,2025-10-02 10:55:33
12954810,逢興生物科技股份有限公司,02-23395783,有 YES,有 YES,2025-10-02 10:55:34
12954868,鑽網實業股份有限公司,02-8712-0825,有 YES,有 YES,2025-10-02 10:55:35
12954987,宸沅國際股份有限公司,03-6669788,有 YES,有 YES,2025-10-02 10:55:35
12955043,倍晶生技股份有限公司,02-82262026,有 YES,有 YES,2025-10-02 10:55:36
12955070,,,,2025-10-02 10:55:37,
12955141,台北商旅慶城股份有限公司,02-87127589,有 YES,有 YES,2025-10-02 10:55:38
12955162,譽碩股份有限公司,02-2593-1998,有 YES,有 YES,2025-10-02 10:55:39
12955199,,,,2025-10-02 10:55:39,
12955206,,,,2025-10-02 10:55:40,
12955281,凌赫有限公司,02-82211573,有 YES,有 YES,2025-10-02 10:55:41
12955374,,,,2025-10-02 10:55:42,
12955445,,,,2025-10-02 10:55:43,
12955640,,,,2025-10-02 10:55:44,
12955711,大熊星國際多媒體股份有限公司,2546-2366,有 YES,有 YES,2025-10-02 10:55:44
12956063,閎暉實業股份有限公司,02-2623-2666,有 YES,有 YES,2025-10-02 10:55:45
12956129,子辰國際科技股份有限公司,02-26571798,有 YES,有 YES,2025-10-02 10:55:46
12956227,,,,2025-10-02 10:55:47,
12956232,聯映廣告有限公司,02-26951288,有 YES,有 YES,2025-10-02 10:55:47
12956330,守成食材有限公司,02-2717-6777,有 YES,有 YES,2025-10-02 10:55:48
12956346,基酵生物科技股份有限公司,02-26272555,有 YES,有 YES,2025-10-02 10:55:49
12956351,淳碩科技股份有限公司,02-86671780,有 YES,有 YES,2025-10-02 10:55:50
12956520,,,,2025-10-02 10:55:50,
12956633,台灣良途股份有限公司,02-26581047,有 YES,有 YES,2025-10-02 10:55:51
12956818,,,,2025-10-02 10:55:52,
12957062,台灣捷太格特電子股份有限公司,02-8797-7988,有 YES,有 YES,2025-10-02 10:55:52
12957106,,,,2025-10-02 10:55:54,
12957160,,,,2025-10-02 10:55:54,
12957339,,,,2025-10-02 10:55:55,
12957605,晶鋒科技股份有限公司,02-2516-1387,有 YES,有 YES,2025-10-02 10:55:56
12957730,,,,2025-10-02 10:55:57,
12957838,聯合環宇股份有限公司,02-82213577,有 YES,有 YES,2025-10-02 10:55:57
12958029,依芙曼國際有限公司,02-23947066,有 YES,有 YES,2025-10-02 10:55:58
12958132,,,,2025-10-02 10:55:59,
12958392,,,,2025-10-02 10:56:00,
12958436,,,,2025-10-02 10:56:01,
12958652,,,,2025-10-02 10:56:03,
12958816,力松興業有限公司,03-3222401,有 YES,有 YES,2025-10-02 10:56:03
12958891,春家森事業股份有限公司,02-23751655,有 YES,有 YES,2025-10-02 10:56:06
12959131,,,,2025-10-02 10:56:07,
12959174,,,,2025-10-02 10:56:08,
12959224,,,,2025-10-02 10:56:09,
12959239,松珍生物科技股份有限公司,03-3971818,有 YES,有 YES,2025-10-02 10:56:11
12959532,振鼎企業股份有限公司,8752-3188,有 YES,有 YES,2025-10-02 10:56:11
12959569,景劭投資股份有限公司,02-89769328,有 YES,有 YES,2025-10-02 10:56:12
12959738,,,,2025-10-02 10:56:16,
12959998,日順國際企業股份有限公司,23035121,有 YES,有 YES,2025-10-02 10:56:18
12960073,,,,2025-10-02 10:56:20,
12960117,,,,2025-10-02 10:56:21,
12960475,,,,2025-10-02 10:56:22,
12960502,,,,2025-10-02 10:56:23,
12960762,開物科技股份有限公司,06-5050766-204,有 YES,有 YES,2025-10-02 10:56:24
12961045,佳勝科技股份有限公司,03-4830356,有 YES,有 YES,2025-10-02 10:56:25
12961087,高安電檢股份有限公司,02-29003017,有 YES,有 YES,2025-10-02 10:56:26
12961137,,,,2025-10-02 10:56:27,
12961214,,,,2025-10-02 10:56:28,
12961220,,,,2025-10-02 10:56:29,
12961328,微太克科技有限公司,02-25913966,有 YES,有 YES,2025-10-02 10:56:30
12961360,登琪爾開發股份有限公司,02-27358576,有 YES,有 YES,2025-10-02 10:56:31
12961495,,,,2025-10-02 10:56:32,
12961621,,,,2025-10-02 10:56:32,
12961707,寬泰國際有限公司,02-27252528,有 YES,有 YES,2025-10-02 10:56:34
12961832,,,,2025-10-02 10:56:36,
12961848,鴻姿企業有限公司,02-28010369,有 YES,有 YES,2025-10-02 10:56:38
12961853,,,,2025-10-02 10:56:39,
12961869,威利谷國際實業有限公司,02-25681058,有 YES,有 YES,2025-10-02 10:56:40
12961875,仙瑟國際股份有限公司,02-8791-1468,有 YES,有 YES,2025-10-02 10:56:41
12961967,詮茂國際有限公司,02-29956365,有 YES,有 YES,2025-10-02 10:56:41
12962121,銳柏股份有限公司,02-26533635,有 YES,有 YES,2025-10-02 10:56:42
12962229,,,,2025-10-02 10:56:42,
12962332,,,,2025-10-02 10:56:43,
12962380,福霖科技有限公司,,有 YES,有 YES,2025-10-02 10:56:44
12962403,,,,2025-10-02 10:56:45,
12962500,,,,2025-10-02 10:56:46,
12962570,永大建設股份有限公司,02-28820545,有 YES,有 YES,2025-10-02 10:56:47
12962889,隆祿企業股份有限公司,02-2579-8899,有 YES,有 YES,2025-10-02 10:56:48
12962993,,,,2025-10-02 10:56:48,
12963114,,,,2025-10-02 10:56:49,
12963135,,,,2025-10-02 10:56:50,
12963156,中法興物流股份有限公司,03-3127166#120,有 YES,有 YES,2025-10-02 10:56:51
12963249,聖施國際有限公司,02-2731-6431,有 YES,有 YES,2025-10-02 10:56:52
12963281,聖笠室內裝修工程有限公司,02-27161505,有 YES,有 YES,2025-10-02 10:56:53
12963304,寰偉資訊科技有限公司,02-82187399,有 YES,有 YES,2025-10-02 10:56:54
12963352,雅護醫藥生技股份有限公司,03-3506251#10,有 YES,有 YES,2025-10-02 10:56:55
12963424,馥筑興業有限公司,02-25212156,有 YES,有 YES,2025-10-02 10:56:55
12963584,,,,2025-10-02 10:56:56,
12963634,泰然空間規劃設計有限公司,02-27599668,有 YES,有 YES,2025-10-02 10:56:57
12963640,曜捷運通股份有限公司,02-25235168,有 YES,有 YES,2025-10-02 10:56:58
12963655,隼御傳感股份有限公司,0922434315,有 YES,有 YES,2025-10-02 10:56:58
12963959,,,,2025-10-02 10:56:59,
12964296,奇品興業有限公司,02-86305812,有 YES,有 YES,2025-10-02 10:57:00
12964367,淂新實業有限公司,02-26536889,有 YES,有 YES,2025-10-02 10:57:01
12964423,協泰國際股份有限公司,(02) 2549-8988,有 YES,有 YES,2025-10-02 10:57:02
12964508,,,,2025-10-02 10:57:03,
12964520,,,,2025-10-02 10:57:04,
12964649,,,,2025-10-02 10:57:04,
12964789,星勢力娛樂股份有限公司,02-85011110,有 YES,有 YES,2025-10-02 10:57:05
12964818,,,,2025-10-02 10:57:06,
12965247,,,,2025-10-02 10:57:07,
12965611,黎明興技術顧問股份有限公司,02-25703111,有 YES,有 YES,2025-10-02 10:57:08
12965627,明薪光電股份有限公司,02-82216636,有 YES,有 YES,2025-10-02 10:57:08
12965817,威力科技有限公司,02-26585056,有 YES,有 YES,2025-10-02 10:57:10
12965823,榮毅企業有限公司,02-29801155,有 YES,有 YES,2025-10-02 10:57:15
12965865,,,,2025-10-02 10:57:16,
12965957,,,,2025-10-02 10:57:18,
12965979,,,,2025-10-02 10:57:18,
12966013,中代室內裝修工程有限公司,02-87726896,有 YES,有 YES,2025-10-02 10:57:20
12966029,威茂股份有限公司,02-2655-7868,有 YES,有 YES,2025-10-02 10:57:21
12966132,,,,2025-10-02 10:57:21,
12966169,,,,2025-10-02 10:57:22,
12966246,,,,2025-10-02 10:57:26,
12966288,維嘉全球科技股份有限公司,02-35182888#0630,有 YES,有 YES,2025-10-02 10:57:27
12966294,,,,2025-10-02 10:57:28,
12966344,世基企網股份有限公司,02-2625-2599,有 YES,有 YES,2025-10-02 10:57:29
12966409,資研科技股份有限公司,02-27955220,有 YES,有 YES,2025-10-02 10:57:29
12966772,宇暉科技股份有限公司,02-82625014,有 YES,有 YES,2025-10-02 10:57:30
12966816,台灣日鐵物產股份有限公司,02-27721511,有 YES,有 YES,2025-10-02 10:57:32
12967152,新舟科技股份有限公司,02-2928-2161,有 YES,有 YES,2025-10-02 10:57:32
12967293,,,,2025-10-02 10:57:33,
12967364,立多玻璃有限公司,02-27677288,有 YES,有 YES,2025-10-02 10:57:34
12967478,寶聯國際有限公司,02-29273636,有 YES,有 YES,2025-10-02 10:57:34
12967553,名紡國際股份有限公司,06-2792011,有 YES,有 YES,2025-10-02 10:57:35
12967619,裕之盛有限公司,02-25532398,有 YES,有 YES,2025-10-02 10:57:36
12967667,,,,2025-10-02 10:57:37,
12967815,邦群股份有限公司,02-29105558,有 YES,有 YES,2025-10-02 10:57:37
12968032,赫亞生物科技股份有限公司,02-27212606,有 YES,有 YES,2025-10-02 10:57:38
12968167,,,,2025-10-02 10:57:39,
12968309,國盛生化股份有限公司,02-23955636,有 YES,有 YES,2025-10-02 10:57:41
12968461,,,,2025-10-02 10:57:43,
12968477,昶德國際奈米生物科技有限公司,,有 YES,有 YES,2025-10-02 10:57:44
12968602,,,,2025-10-02 10:57:45,
12968650,,,,2025-10-02 10:57:46,
12968700,得邁斯科技股份有限公司,02-22797858,有 YES,有 YES,2025-10-02 10:57:47
12968814,,,,2025-10-02 10:57:48,
12969026,創艦科技股份有限公司,02-26587789,有 YES,有 YES,2025-10-02 10:57:49
12969118,正大聯合企業管理顧問有限公司,02-2758-2688,有 YES,有 YES,2025-10-02 10:57:58
12969320,賀沛生化科技股份有限公司,87978383,有 YES,有 YES,2025-10-02 10:57:59
12969530,翔博科技股份有限公司,02-88665898,有 YES,有 YES,2025-10-02 10:58:00
12969686,邁麗實業股份有限公司,02-23973028,有 YES,有 YES,2025-10-02 10:58:05
12969763,川成建設股份有限公司,02-27171909,有 YES,有 YES,2025-10-02 10:58:06
12969779,夏朵菸酒股份有限公司,02-2708-2567,有 YES,有 YES,2025-10-02 10:58:07
12970001,,,,2025-10-02 10:58:08,
12970071,,,,2025-10-02 10:58:09,
12970086,,,,2025-10-02 10:58:10,
12970261,皇緯國際股份有限公司,02-27533133,有 YES,有 YES,2025-10-02 10:58:11
12970380,,,,2025-10-02 10:58:12,
12970564,頤佳科技股份有限公司,02-22616437,有 YES,有 YES,2025-10-02 10:58:13
12970570,英哥油漆股份有限公司,02-22995821,有 YES,有 YES,2025-10-02 10:58:14
12970591,利滙科技股份有限公司,04-24638176,有 YES,有 YES,2025-10-02 10:58:15
12970620,,,,2025-10-02 10:58:16,
12970728,,,,2025-10-02 10:58:17,
