統一編號,公司名稱,電話,進口資格,出口資格,查詢時間
00167406,,,,2025-10-01 09:52:18,
00167476,,,,2025-10-01 09:52:19,
00167573,,,,2025-10-01 09:52:20,
00167953,,,,2025-10-01 09:52:21,
00168290,,,,2025-10-01 09:52:22,
00168398,易臨有限公司,,有 YES,有 YES,2025-10-01 09:52:27
00168411,茂勝資源循環股份有限公司,,有 YES,有 YES,2025-10-01 09:52:29
00168545,,,,2025-10-01 09:52:34,
00168658,,,,2025-10-01 09:52:38,
00168806,,,,2025-10-01 09:52:40,
00168812,貫盟股份有限公司,,有 YES,有 YES,2025-10-01 09:52:43
00168910,,,,2025-10-01 09:52:44,
00168989,萊翁司農產有限公司,02-25155088,有 YES,有 YES,2025-10-01 09:52:45
00169538,,,,2025-10-01 09:52:45,
00169615,力祁科技有限公司,,有 YES,有 YES,2025-10-01 09:52:46
00169684,澄台灣可樂股份有限公司,0937507656,有 YES,有 YES,2025-10-01 09:52:47
00169811,,,,2025-10-01 09:52:48,
00169951,,,,2025-10-01 09:52:49,
00170021,,,,2025-10-01 09:52:50,
00170107,,,,2025-10-01 09:52:51,
00170140,興裕股份有限公司,,有 YES,有 YES,2025-10-01 09:52:52
00170161,,,,2025-10-01 09:52:53,
00170325,,,,2025-10-01 09:52:54,
00170541,,,,2025-10-01 09:52:55,
00170710,,,,2025-10-01 09:52:55,
00170916,,,,2025-10-01 09:52:56,
00171035,,,,2025-10-01 09:52:57,
00171106,,,,2025-10-01 09:52:58,
00171154,,,,2025-10-01 09:52:59,
00171464,,,,2025-10-01 09:53:00,
00171470,,,,2025-10-01 09:53:01,
00171491,,,,2025-10-01 09:53:02,
00171534,,,,2025-10-01 09:53:03,
00171605,,,,2025-10-01 09:53:04,
00171801,,,,2025-10-01 09:53:05,
00171921,,,,2025-10-01 09:53:06,
00171979,,,,2025-10-01 09:53:07,
00172002,,,,2025-10-01 09:53:07,
00172105,晶能精密科技有限公司,,有 YES,有 YES,2025-10-01 09:53:08
00172251,,,,2025-10-01 09:53:09,
00172323,,,,2025-10-01 09:53:10,
00172490,,,,2025-10-01 09:53:11,
00172554,,,,2025-10-01 09:53:12,
00172581,新鷹科技股份有限公司,07-6164401-261,有 YES,有 YES,2025-10-01 09:53:13
00172647,杰樂娛樂股份有限公司,02-77188588,有 YES,有 YES,2025-10-01 09:53:13
00172772,,,,2025-10-01 09:53:14,
00172891,,,,2025-10-01 09:53:15,
00173097,,,,2025-10-01 09:53:16,
00173126,斯特林投資有限公司,02-82799233,有 YES,有 YES,2025-10-01 09:53:17
00173287,,,,2025-10-01 09:53:19,
00173293,,,,2025-10-01 09:53:20,
00173435,誠匯水產股份有限公司,02-23680208,有 YES,有 YES,2025-10-01 09:53:21
00173456,諾亞智慧生醫股份有限公司,,有 YES,有 YES,2025-10-01 09:53:22
00173596,,,,2025-10-01 09:53:24,
00173630,,,,2025-10-01 09:53:25,
00173688,旭程工業股份有限公司,,有 YES,有 YES,2025-10-01 09:53:26
00173786,興宇開發股份有限公司,02-27920150,有 YES,有 YES,2025-10-01 09:53:27
00173792,暻裕生醫股份有限公司,,有 YES,有 YES,2025-10-01 09:53:31
00173842,,,,2025-10-01 09:53:37,
00174194,,,,2025-10-01 09:53:39,
00174201,穩德生技股份有限公司,,有 YES,有 YES,2025-10-01 09:53:40
00174477,,,,2025-10-01 09:53:42,
00174666,,,,2025-10-01 09:53:43,
00174700,,,,2025-10-01 09:53:43,
00174856,,,,2025-10-01 09:53:44,
00174862,,,,2025-10-01 09:53:45,
00174928,,,,2025-10-01 09:53:46,
00175200,,,,2025-10-01 09:53:47,
00175237,,,,2025-10-01 09:53:48,
00175308,,,,2025-10-01 09:53:49,
00175519,,,,2025-10-01 09:53:50,
00175546,盛祈股份有限公司,,有 YES,有 YES,2025-10-01 09:53:50
00175659,,,,2025-10-01 09:53:51,
00176236,星世達股份有限公司,0953907063,有 YES,有 YES,2025-10-01 09:53:52
00176427,,,,2025-10-01 09:53:53,
00176475,,,,2025-10-01 09:53:53,
00176756,,,,2025-10-01 09:53:54,
00176812,,,,2025-10-01 09:53:55,
00176904,,,,2025-10-01 09:53:56,
00176910,,,,2025-10-01 09:53:56,
00176947,,,,2025-10-01 09:53:58,
00177278,,,,2025-10-01 09:53:59,
00177328,,,,2025-10-01 09:53:59,
00177333,,,,2025-10-01 09:54:00,
00177360,,,,2025-10-01 09:54:01,
00177431,,,,2025-10-01 09:54:01,
00177452,,,,2025-10-01 09:54:02,
00177474,莫迪維克台灣股份有限公司,02-85113670,有 YES,有 YES,2025-10-01 09:54:03
00177501,,,,2025-10-01 09:54:03,
00177523,,,,2025-10-01 09:54:04,
00177538,,,,2025-10-01 09:54:05,
00177663,,,,2025-10-01 09:54:06,
00177684,英菲菱電源股份有限公司,,有 YES,有 YES,2025-10-01 09:54:07
00177951,,,,2025-10-01 09:54:08,
00178086,,,,2025-10-01 09:54:09,
00178163,,,,2025-10-01 09:54:10,
00178430,潔酷智能自動化科技有限公司,,有 YES,有 YES,2025-10-01 09:54:11
00178614,,,,2025-10-01 09:54:12,
00178656,,,,2025-10-01 09:54:13,
00178712,,,,2025-10-01 09:54:15,
00178749,,,,2025-10-01 09:54:16,
00179022,,,,2025-10-01 09:54:17,
00179064,右興企業股份有限公司,05-2836767,有 YES,有 YES,2025-10-01 09:54:18
00179352,,,,2025-10-01 09:54:18,
00179424,,,,2025-10-01 09:54:20,
00180013,塔塔台灣電子股份有限公司,,有 YES,有 YES,2025-10-01 09:54:20
00180029,,,,2025-10-01 09:54:21,
00180132,,,,2025-10-01 09:54:22,
00180246,,,,2025-10-01 09:54:22,
00180409,,,,2025-10-01 09:54:23,
00180463,沅隆機械工程股份有限公司,,有 YES,有 YES,2025-10-01 09:54:23
00180702,,,,2025-10-01 09:54:24,
00180983,山林匯開發股份有限公司,02-87736688,有 YES,有 YES,2025-10-01 09:54:25
00181033,,,,2025-10-01 09:54:26,
00181081,,,,2025-10-01 09:54:27,
00181224,立盈電力股份有限公司,,有 YES,有 YES,2025-10-01 09:54:28
00181527,千域資安股份有限公司,,有 YES,有 YES,2025-10-01 09:54:28
00181548,,,,2025-10-01 09:54:29,
00181619,,,,2025-10-01 09:54:30,
00181688,,,,2025-10-01 09:54:31,
00181759,,,,2025-10-01 09:54:32,
00181857,,,,2025-10-01 09:54:32,
00182238,,,,2025-10-01 09:54:33,
00182357,大恒互聯科技有限公司,0422330657,有 YES,有 YES,2025-10-01 09:54:34
00182547,,,,2025-10-01 09:54:35,
00182722,,,,2025-10-01 09:54:35,
00182758,台塑生醫材料科技股份有限公司,,有 YES,有 YES,2025-10-01 09:54:36
00182878,,,,2025-10-01 09:54:37,
00182912,,,,2025-10-01 09:54:38,
00183052,,,,2025-10-01 09:54:38,
00183216,,,,2025-10-01 09:54:39,
00183412,,,,2025-10-01 09:54:40,
00183623,,,,2025-10-01 09:54:41,
00183686,宸信企業股份有限公司,0970821108,有 YES,有 YES,2025-10-01 09:54:42
00183757,,,,2025-10-01 09:54:42,
00184051,智能未來科技有限公司,,有 YES,有 YES,2025-10-01 09:54:43
00184313,,,,2025-10-01 09:54:45,
00184355,凱智智能系統股份有限公司,04-8929268,有 YES,有 YES,2025-10-01 09:54:49
00184480,,,,2025-10-01 09:54:50,
00184691,,,,2025-10-01 09:54:51,
00185185,,,,2025-10-01 09:54:52,
00185283,,,,2025-10-01 09:54:56,
00185312,瓦掐國際股份有限公司,02-25788878#219,有 YES,有 YES,2025-10-01 09:54:57
00185333,,,,2025-10-01 09:54:58,
00185354,,,,2025-10-01 09:54:59,
00185360,,,,2025-10-01 09:55:03,
00185397,,,,2025-10-01 09:55:06,
00185474,,,,2025-10-01 09:55:08,
00185571,,,,2025-10-01 09:55:10,
00185663,,,,2025-10-01 09:55:11,
00185679,,,,2025-10-01 09:55:12,
00185946,,,,2025-10-01 09:55:13,
00186023,,,,2025-10-01 09:55:14,
00186425,,,,2025-10-01 09:55:15,
00186706,,,,2025-10-01 09:55:16,
00186749,,,,2025-10-01 09:55:16,
00186895,,,,2025-10-01 09:55:17,
00186966,,,,2025-10-01 09:55:18,
00186993,,,,2025-10-01 09:55:19,
00187120,,,,2025-10-01 09:55:19,
00187156,華太醫療器材有限公司,07-3927188,有 YES,有 YES,2025-10-01 09:55:20
00187249,,,,2025-10-01 09:55:21,
00187254,,,,2025-10-01 09:55:22,
00187352,,,,2025-10-01 09:55:23,
00187445,,,,2025-10-01 09:55:23,
00187487,,,,2025-10-01 09:55:24,
00187698,,,,2025-10-01 09:55:25,
00187705,,,,2025-10-01 09:55:26,
00187825,,,,2025-10-01 09:55:27,
00187938,,,,2025-10-01 09:55:28,
00187965,,,,2025-10-01 09:55:29,
00188269,,,,2025-10-01 09:55:30,
00188401,,,,2025-10-01 09:55:34,
00188562,,,,2025-10-01 09:55:37,
00188660,,,,2025-10-01 09:55:40,
00188789,,,,2025-10-01 09:55:42,
00188802,,,,2025-10-01 09:55:46,
00188958,,,,2025-10-01 09:55:46,
00189078,,,,2025-10-01 09:55:48,
00189181,,,,2025-10-01 09:55:49,
00189339,,,,2025-10-01 09:55:49,
00189387,,,,2025-10-01 09:55:50,
00189422,,,,2025-10-01 09:55:51,
00189859,,,,2025-10-01 09:55:52,
00190201,,,,2025-10-01 09:55:53,
00190384,東星海洋生技股份有限公司,0227470006#167,有 YES,有 YES,2025-10-01 09:55:54
00190687,,,,2025-10-01 09:55:55,
00190700,,,,2025-10-01 09:55:56,
00190791,,,,2025-10-01 09:55:56,
00190814,,,,2025-10-01 09:55:58,
00190997,,,,2025-10-01 09:55:59,
00191047,,,,2025-10-01 09:56:00,
00191139,,,,2025-10-01 09:56:01,
00191145,,,,2025-10-01 09:56:02,
00191503,,,,2025-10-01 09:56:03,
00191519,,,,2025-10-01 09:56:05,
00191551,新泰旅居文旅股份有限公司,,有 YES,有 YES,2025-10-01 09:56:05
00191757,,,,2025-10-01 09:56:06,
00191932,,,,2025-10-01 09:56:08,
00192051,,,,2025-10-01 09:56:09,
00192171,,,,2025-10-01 09:56:09,
00192263,,,,2025-10-01 09:56:10,
00192355,信鋐科技股份有限公司,0,有 YES,有 YES,2025-10-01 09:56:11
00192432,,,,2025-10-01 09:56:11,
00192670,,,,2025-10-01 09:56:12,
00192691,,,,2025-10-01 09:56:13,
00192778,,,,2025-10-01 09:56:14,
00192860,,,,2025-10-01 09:56:15,
00193122,,,,2025-10-01 09:56:15,
00193137,,,,2025-10-01 09:56:16,
00193278,,,,2025-10-01 09:56:17,
00193410,,,,2025-10-01 09:56:18,
00193431,初心創盈股份有限公司,0972982370,有 YES,有 YES,2025-10-01 09:56:19
00193523,天圓地方投資股份有限公司,02-23886065,有 YES,有 YES,2025-10-01 09:56:19
00193811,,,,2025-10-01 09:56:20,
00193994,,,,2025-10-01 09:56:21,
00194115,,,,2025-10-01 09:56:21,
00194136,,,,2025-10-01 09:56:22,
00194179,,,,2025-10-01 09:56:23,
00194207,,,,2025-10-01 09:56:24,
00194234,,,,2025-10-01 09:56:25,
00194419,,,,2025-10-01 09:56:26,
00194564,,,,2025-10-01 09:56:27,
00194614,,,,2025-10-01 09:56:27,
00194683,大風能源材料股份有限公司,,有 YES,有 YES,2025-10-01 09:56:28
00194776,,,,2025-10-01 09:56:29,
00194831,勤信國際股份有限公司,,有 YES,有 YES,2025-10-01 09:56:30
00194852,寬盈健康事業股份有限公司,02-28210618,有 YES,有 YES,2025-10-01 09:56:34
00194895,,,,2025-10-01 09:56:41,
00194939,,,,2025-10-01 09:56:45,
00195064,,,,2025-10-01 09:56:46,
00195228,,,,2025-10-01 09:56:50,
00195536,,,,2025-10-01 09:56:52,
00195682,,,,2025-10-01 09:56:53,
00195888,,,,2025-10-01 09:56:58,
00196036,,,,2025-10-01 09:56:59,
00196232,,,,2025-10-01 09:57:00,
00196373,,,,2025-10-01 09:57:00,
00196535,,,,2025-10-01 09:57:01,
00196731,,,,2025-10-01 09:57:02,
00196802,,,,2025-10-01 09:57:03,
00196900,愛叡科技股份有限公司,,有 YES,有 YES,2025-10-01 09:57:04
00196943,,,,2025-10-01 09:57:04,
00197210,,,,2025-10-01 09:57:06,
00197485,盈晟企業有限公司,04-22557511,有 YES,有 YES,2025-10-01 09:57:06
00197507,,,,2025-10-01 09:57:08,
00197838,,,,2025-10-01 09:57:09,
00197990,,,,2025-10-01 09:57:11,
00198040,,,,2025-10-01 09:57:12,
00198061,,,,2025-10-01 09:57:12,
00198077,,,,2025-10-01 09:57:14,
00198273,,,,2025-10-01 09:57:15,
00198457,,,,2025-10-01 09:57:16,
00198702,,,,2025-10-01 09:57:16,
00198718,,,,2025-10-01 09:57:17,
00198750,,,,2025-10-01 09:57:18,
00198816,黑隆重機設備企業有限公司,04-25563861,有 YES,有 YES,2025-10-01 09:57:18
00199038,,,,2025-10-01 09:57:19,
00199054,,,,2025-10-01 09:57:20,
00199110,,,,2025-10-01 09:57:20,
00199131,,,,2025-10-01 09:57:21,
00199147,和旺友比股份有限公司,,有 YES,有 YES,2025-10-01 09:57:22
00199276,,,,2025-10-01 09:57:23,
00199300,,,,2025-10-01 09:57:24,
00199364,,,,2025-10-01 09:57:25,
00199414,,,,2025-10-01 09:57:26,
00199646,,,,2025-10-01 09:57:26,
00199688,星宇開發股份有限公司,04-22557511,有 YES,有 YES,2025-10-01 09:57:27
00199771,,,,2025-10-01 09:57:28,
00199809,瑞榮工業有限公司,02-26008196,有 YES,有 YES,2025-10-01 09:57:28
00199842,,,,2025-10-01 09:57:29,
00199940,,,,2025-10-01 09:57:30,
00200263,,,,2025-10-01 09:57:33,
00200453,拓普威股份有限公司,,有 YES,有 YES,2025-10-01 09:57:40
00200658,,,,2025-10-01 09:57:40,
00200685,,,,2025-10-01 09:57:41,
00200828,,,,2025-10-01 09:57:43,
00200931,,,,2025-10-01 09:57:44,
00201093,,,,2025-10-01 09:57:44,
00201306,,,,2025-10-01 09:57:46,
00201642,,,,2025-10-01 09:57:47,
00201777,,,,2025-10-01 09:57:48,
00201811,,,,2025-10-01 09:57:49,
00201930,,,,2025-10-01 09:57:50,
00202184,,,,2025-10-01 09:57:51,
00202261,,,,2025-10-01 09:57:52,
00202375,澄願有限公司,,有 YES,有 YES,2025-10-01 09:57:53
00202403,,,,2025-10-01 09:57:55,
00202430,,,,2025-10-01 09:57:56,
00202494,,,,2025-10-01 09:57:57,
00202585,,,,2025-10-01 09:57:58,
00202591,,,,2025-10-01 09:57:58,
00202608,,,,2025-10-01 09:57:59,
00202939,,,,2025-10-01 09:58:03,
00203536,智煜投資股份有限公司,,有 YES,有 YES,2025-10-01 09:58:03
00203634,,,,2025-10-01 09:58:05,
00203894,,,,2025-10-01 09:58:06,
00204063,,,,2025-10-01 09:58:06,
00204129,,,,2025-10-01 09:58:07,
00204182,,,,2025-10-01 09:58:08,
00204198,,,,2025-10-01 09:58:09,
00204248,,,,2025-10-01 09:58:10,
00204253,,,,2025-10-01 09:58:11,
00204508,,,,2025-10-01 09:58:12,
00204606,,,,2025-10-01 09:58:13,
00205056,,,,2025-10-01 09:58:14,
00205295,,,,2025-10-01 09:58:15,
00205507,樂夥資訊股份有限公司,,有 YES,有 YES,2025-10-01 09:58:15
00205648,,,,2025-10-01 09:58:17,
00205823,,,,2025-10-01 09:58:18,
00205892,,,,2025-10-01 09:58:19,
00206082,,,,2025-10-01 09:58:20,
00206132,,,,2025-10-01 09:58:20,
00206196,華泳股份有限公司,04-23588805,有 YES,有 YES,2025-10-01 09:58:21
00206246,台灣超流智能液冷設備股份有限公司,,有 YES,有 YES,2025-10-01 09:58:22
00206338,,,,2025-10-01 09:58:22,
00206359,,,,2025-10-01 09:58:23,
00206506,,,,2025-10-01 09:58:24,
00206512,,,,2025-10-01 09:58:24,
00206610,,,,2025-10-01 09:58:25,
00206626,,,,2025-10-01 09:58:26,
00206652,,,,2025-10-01 09:58:27,
00206920,齊力興金屬股份有限公司,0919-686625,有 YES,有 YES,2025-10-01 09:58:28
00207152,,,,2025-10-01 09:58:28,
00207293,,,,2025-10-01 09:58:29,
00207414,,,,2025-10-01 09:58:30,
00207420,,,,2025-10-01 09:58:34,
00207456,,,,2025-10-01 09:58:38,
00207499,品饕控股有限公司,,有 YES,有 YES,2025-10-01 09:58:41
00207786,,,,2025-10-01 09:58:42,
00207842,,,,2025-10-01 09:58:43,
00207879,,,,2025-10-01 09:58:44,
00208292,,,,2025-10-01 09:58:46,
00208440,,,,2025-10-01 09:58:47,
00208650,,,,2025-10-01 09:58:48,
00208758,,,,2025-10-01 09:58:49,
00208785,,,,2025-10-01 09:58:50,
00208791,,,,2025-10-01 09:58:52,
00208820,,,,2025-10-01 09:58:53,
00208906,,,,2025-10-01 09:58:54,
00208954,,,,2025-10-01 09:58:55,
00208960,,,,2025-10-01 09:58:58,
00208981,亮愷股份有限公司,02-26537878,有 YES,有 YES,2025-10-01 09:58:59
00209193,,,,2025-10-01 09:59:01,
00209264,,,,2025-10-01 09:59:01,
00209270,興力國際股份有限公司,,有 YES,有 YES,2025-10-01 09:59:04
00209567,,,,2025-10-01 09:59:04,
00209779,,,,2025-10-01 09:59:05,
00210240,,,,2025-10-01 09:59:06,
00210327,,,,2025-10-01 09:59:07,
00210516,,,,2025-10-01 09:59:09,
00210712,,,,2025-10-01 09:59:09,
00210868,,,,2025-10-01 09:59:11,
00210889,,,,2025-10-01 09:59:12,
00210993,,,,2025-10-01 09:59:13,
00211058,,,,2025-10-01 09:59:13,
00211085,,,,2025-10-01 09:59:15,
00211120,,,,2025-10-01 09:59:15,
00211402,奧俊投資有限公司,,有 YES,有 YES,2025-10-01 09:59:17
00211584,,,,2025-10-01 09:59:18,
00211753,,,,2025-10-01 09:59:19,
00212090,,,,2025-10-01 09:59:20,
00212351,,,,2025-10-01 09:59:21,
00212367,仁緯科技股份有限公司,03-4880398#207,有 YES,有 YES,2025-10-01 09:59:23
00212514,,,,2025-10-01 09:59:23,
00212697,,,,2025-10-01 09:59:24,
00212726,,,,2025-10-01 09:59:25,
00212818,和泰巴士銷售股份有限公司,04-8890809,有 YES,有 YES,2025-10-01 09:59:26
00212824,彼特思方舟股份有限公司,,有 YES,有 YES,2025-10-01 09:59:27
00212845,,,,2025-10-01 09:59:28,
00212893,永承鋼鐵股份有限公司,04-24069817,有 YES,有 YES,2025-10-01 09:59:29
00213062,中國國際商貿有限公司,0933944885,有 YES,有 YES,2025-10-01 09:59:29
00213534,奧斯汀台北汽車有限公司,,有 YES,有 YES,2025-10-01 09:59:30
00213561,全海通有限公司,,有 YES,有 YES,2025-10-01 09:59:35
00213801,,,,2025-10-01 09:59:36,
00213915,,,,2025-10-01 09:59:37,
00213942,,,,2025-10-01 09:59:40,
00214294,,,,2025-10-01 09:59:42,
00214457,,,,2025-10-01 09:59:44,
00214631,,,,2025-10-01 09:59:45,
00214962,,,,2025-10-01 09:59:46,
00214983,遙遠國度有限公司,02-22557277,有 YES,有 YES,2025-10-01 09:59:46
00214999,,,,2025-10-01 09:59:47,
00215104,,,,2025-10-01 09:59:48,
00215316,,,,2025-10-01 09:59:49,
00216032,,,,2025-10-01 09:59:49,
00216069,,,,2025-10-01 09:59:50,
00216265,明永股份有限公司,02-25455711,有 YES,有 YES,2025-10-01 09:59:51
00216693,,,,2025-10-01 09:59:52,
00216700,,,,2025-10-01 09:59:53,
00216716,,,,2025-10-01 09:59:54,
00216928,,,,2025-10-01 09:59:55,
00217010,,,,2025-10-01 09:59:56,
00217124,豐炎資本股份有限公司,,有 YES,有 YES,2025-10-01 09:59:57
00217193,,,,2025-10-01 10:00:00,
00217237,,,,2025-10-01 10:00:01,
00217314,,,,2025-10-01 10:00:01,
00217406,,,,2025-10-01 10:00:02,
00217551,,,,2025-10-01 10:00:03,
00217665,,,,2025-10-01 10:00:04,
00217709,,,,2025-10-01 10:00:04,
00217807,,,,2025-10-01 10:00:06,
00217932,,,,2025-10-01 10:00:08,
00218067,,,,2025-10-01 10:00:08,
00218171,,,,2025-10-01 10:00:09,
00218263,,,,2025-10-01 10:00:11,
00218290,志虹投資有限公司,02-87299653,有 YES,有 YES,2025-10-01 10:00:12
00218587,,,,2025-10-01 10:00:13,
00218974,,,,2025-10-01 10:00:15,
00219024,,,,2025-10-01 10:00:16,
00219066,,,,2025-10-01 10:00:17,
00219093,,,,2025-10-01 10:00:18,
00219278,,,,2025-10-01 10:00:19,
00219299,,,,2025-10-01 10:00:20,
00219426,,,,2025-10-01 10:00:21,
00219523,鴻鈦自動化股份有限公司,02-26686976,有 YES,有 YES,2025-10-01 10:00:22
00219571,,,,2025-10-01 10:00:23,
00219832,,,,2025-10-01 10:00:24,
00219946,,,,2025-10-01 10:00:24,
00220248,,,,2025-10-01 10:00:25,
00220465,,,,2025-10-01 10:00:26,
00220747,,,,2025-10-01 10:00:27,
00221078,歐伊碁能源科技股份有限公司,,有 YES,有 YES,2025-10-01 10:00:28
00221154,,,,2025-10-01 10:00:29,
00221210,,,,2025-10-01 10:00:29,
